pid,category,korean,english_common,scientific
P311,선인장 Cactus,게발선인장,Christmas Cactus,Schlumbergera bridgesii
P312,선인장 Cactus,백년초,Prickly Pear,Opuntia ficus-indica
P313,선인장 Cactus,비모란,Moon Cactus,Gymnocalycium mihanovichii
P314,선인장 Cactus,공작선인장,Orchid Cactus,Epiphyllum oxypetalum
P315,선인장 Cactus,페어리캐슬,Fairy Castle Cactus,Acanthocereus tetragonus
P316,선인장 Cactus,마밀라리아,Pincushion Cactus,Mammillaria elongata
P317,선인장 Cactus,아스트로피툼,Bishop's Cap,Astrophytum myriostigma
P318,선인장 Cactus,셀레니세레우스,Queen of the Night,Selenicereus grandiflorus
P319,선인장 Cactus,페로칵투스,Fishhook Barrel,Ferocactus wislizeni
P320,선인장 Cactus,백단선인장,Peanut Cactus,Echinopsis chamaecereus
P321,선인장 Cactus,금성선인장,Star Cactus,Astrophytum asterias
P322,선인장 Cactus,비화옥,Rose Cactus,Pereskia grandifolia
P323,선인장 Cactus,세레우스,Peruvian Apple Cactus,Cereus repandus
P324,선인장 Cactus,클레이스토칵투스,Silver Torch,Cleistocactus strausii
P325,선인장 Cactus,립살리돕시스,Easter Cactus,Rhipsalidopsis gaertneri
P326,선인장 Cactus,오푼티아 미크로다시스,Bunny Ears,Opuntia microdasys
P327,선인장 Cactus,노토칵투스,Ball Cactus,Parodia magnifica
P328,선인장 Cactus,짐노칼리시움,Chin Cactus,Gymnocalycium baldianum
P329,선인장 Cactus,터비니칼푸스,Turbinicarpus,Turbinicarpus lophophoroides
P330,선인장 Cactus,오푼티아 산타리타,Santa Rita Prickly Pear,Opuntia santa-rita
P331,선인장 Cactus,에키노케레우스,Hedgehog Cactus,Echinocereus pectinatus
P332,식충 Carnivorous,파리지옥,Venus Flytrap,Dionaea muscipula
P333,식충 Carnivorous,네펜데스,Tropical Pitcher Plant,Nepenthes ventricosa
P334,식충 Carnivorous,사라세니아,Trumpet Pitcher,Sarracenia purpurea
P335,식충 Carnivorous,끈끈이주걱,Sundew,Drosera rotundifolia
P336,식충 Carnivorous,벌레잡이제비꽃,Butterwort,Pinguicula vulgaris
P337,식충 Carnivorous,통발,Bladderwort,Utricularia vulgaris
P338,난초 Orchid,호접란,Moth Orchid,Phalaenopsis amabilis
P339,난초 Orchid,덴파레,Dendrobium,Dendrobium nobile
P340,난초 Orchid,심비디움,Cymbidium,Cymbidium hybridum
P341,난초 Orchid,동양란,Noble Orchid,Cymbidium goeringii
P342,난초 Orchid,풍란,Wind Orchid,Neofinetia falcata
P343,난초 Orchid,석곡,Noble Dendrobium,Dendrobium moniliforme
P344,난초 Orchid,카틀레야,Cattleya,Cattleya labiata
P345,난초 Orchid,온시디움,Dancing Lady Orchid,Oncidium hybridum
P346,난초 Orchid,한란,Korean Cymbidium,Cymbidium kanran
P347,난초 Orchid,새우난초,Christmas Orchid,Calanthe discolor
P348,난초 Orchid,자란,Hyacinth Orchid,Bletilla striata
P349,난초 Orchid,해오라비난초,White Egret Orchid,Pecteilis radiata
P350,난초 Orchid,반다,Vanda Orchid,Vanda coerulea
P351,난초 Orchid,밀토니아,Pansy Orchid,Miltonia spectabilis
P352,난초 Orchid,파피오페딜룸,Slipper Orchid,Paphiopedilum insigne
P353,난초 Orchid,새우난 노랑,Yellow Calanthe,Calanthe sieboldii
P354,난초 Orchid,금새우난,Golden Calanthe,Calanthe striata
P355,난초 Orchid,복주머니란,Lady Slipper Korean,Cypripedium macranthos
P356,난초 Orchid,광릉요강꽃,Fan Lady Slipper,Cypripedium japonicum
P357,난초 Orchid,나도풍란,Large Wind Orchid,Sedirea japonica
P358,난초 Orchid,병아리난초,Small Orchid,Amitostigma gracile
P359,난초 Orchid,타래난초,Lady's Tresses,Spiranthes sinensis
P360,난초 Orchid,약난초,Cremastra,Cremastra appendiculata
P361,난초 Orchid,감자난초,Oreorchis,Oreorchis patens
P362,난초 Orchid,대흥란,Cymbidium Macrorhizon,Cymbidium macrorhizon
P363,난초 Orchid,자주사철란,Jewel Orchid,Ludisia discolor
P364,허브 Herb,라벤더,Lavender,Lavandula angustifolia
P365,허브 Herb,로즈마리,Rosemary,Salvia rosmarinus
P366,허브 Herb,바질,Basil,Ocimum basilicum
P367,허브 Herb,민트,Mint,Mentha spicata
P368,허브 Herb,타임,Thyme,Thymus vulgaris
P369,허브 Herb,캐모마일,Chamomile,Matricaria chamomilla
P370,허브 Herb,애플민트,Apple Mint,Mentha suaveolens
P371,허브 Herb,페퍼민트,Peppermint,Mentha piperita
P372,허브 Herb,스피어민트,Spearmint,Mentha spicata
P373,허브 Herb,레몬밤,Lemon Balm,Melissa officinalis
P374,허브 Herb,레몬버베나,Lemon Verbena,Aloysia citrodora
P375,허브 Herb,레몬그라스,Lemongrass,Cymbopogon citratus
P376,허브 Herb,오레가노,Oregano,Origanum vulgare
P377,허브 Herb,마조람,Marjoram,Origanum majorana
P378,허브 Herb,세이지,Sage,Salvia officinalis
P379,허브 Herb,파인애플세이지,Pineapple Sage,Salvia elegans
P380,허브 Herb,차이브,Chive,Allium schoenoprasum
P381,허브 Herb,딜,Dill,Anethum graveolens
P382,허브 Herb,펜넬,Fennel,Foeniculum vulgare
P383,허브 Herb,파슬리,Parsley,Petroselinum crispum
P384,허브 Herb,고수,Cilantro,Coriandrum sativum
P385,허브 Herb,루꼴라,Arugula,Eruca vesicaria
P386,허브 Herb,스테비아,Stevia,Stevia rebaudiana
P387,허브 Herb,보리지,Borage,Borago officinalis
P388,허브 Herb,캐트닙,Catnip,Nepeta cataria
P389,허브 Herb,저먼캐모마일,German Chamomile,Matricaria recutita
P390,허브 Herb,로먼캐모마일,Roman Chamomile,Chamaemelum nobile
P391,허브 Herb,히솝,Hyssop,Hyssopus officinalis
P392,허브 Herb,러비지,Lovage,Levisticum officinale
P393,허브 Herb,타라곤,Tarragon,Artemisia dracunculus
P394,허브 Herb,쳐빌,Chervil,Anthriscus cerefolium
P395,허브 Herb,워터크레스,Watercress,Nasturtium officinale
P396,허브 Herb,나스터튬,Nasturtium,Tropaeolum majus
P397,허브 Herb,비트,Beet Herb,Beta vulgaris
P398,허브 Herb,컴프리,Comfrey,Symphytum officinale
P399,허브 Herb,에키네시아 허브,Purple Coneflower Herb,Echinacea angustifolia
P400,허브 Herb,밀크시슬,Milk Thistle,Silybum marianum
P401,허브 Herb,쑥,Korean Mugwort,Artemisia princeps
P402,허브 Herb,개똥쑥,Sweet Wormwood,Artemisia annua
P403,허브 Herb,향쑥,Wormwood,Artemisia absinthium
P404,허브 Herb,산톨리나,Cotton Lavender,Santolina chamaecyparissus
P405,허브 Herb,헬리크리섬,Curry Plant,Helichrysum italicum
P406,허브 Herb,저먼타임,Lemon Thyme,Thymus citriodorus
P407,허브 Herb,윈터세이보리,Winter Savory,Satureja montana
P408,허브 Herb,쥐오줌풀 발레리안,Common Valerian,Valeriana officinalis
P409,허브 Herb,안젤리카,Garden Angelica,Angelica archangelica
P410,허브 Herb,캐러웨이,Caraway,Carum carvi
P411,허브 Herb,커민,Cumin,Cuminum cyminum
P412,허브 Herb,아니스,Anise,Pimpinella anisum
P413,허브 Herb,베르가못,Bee Balm,Monarda didyma
P414,허브 Herb,러시안세이지,Russian Sage,Salvia yangii
P415,허브 Herb,골든오레가노,Golden Oregano,Origanum vulgare Aureum
P416,꽃 Flowering,수국,Hydrangea,Hydrangea macrophylla
P417,꽃 Flowering,제라늄,Geranium,Pelargonium hortorum
P418,꽃 Flowering,베고니아,Begonia,Begonia semperflorens
P419,꽃 Flowering,시클라멘,Cyclamen,Cyclamen persicum
P420,꽃 Flowering,포인세티아,Poinsettia,Euphorbia pulcherrima
P421,꽃 Flowering,장미,Rose,Rosa hybrida
P422,꽃 Flowering,국화,Chrysanthemum,Chrysanthemum morifolium
P423,꽃 Flowering,카네이션,Carnation,Dianthus caryophyllus
P424,꽃 Flowering,거베라,Gerbera Daisy,Gerbera jamesonii
P425,꽃 Flowering,튤립 구근,Tulip,Tulipa gesneriana
P426,꽃 Flowering,수선화 구근,Daffodil,Narcissus pseudonarcissus
P427,꽃 Flowering,페튜니아,Petunia,Petunia hybrida
P428,꽃 Flowering,팬지,Pansy,Viola tricolor
P429,꽃 Flowering,프리지아,Freesia,Freesia refracta
P430,꽃 Flowering,라넌큘러스,Ranunculus,Ranunculus asiaticus
P431,꽃 Flowering,아네모네,Anemone,Anemone coronaria
P432,꽃 Flowering,히아신스,Hyacinth,Hyacinthus orientalis
P433,꽃 Flowering,백합,Lily,Lilium longiflorum
P434,꽃 Flowering,안개꽃,Baby's Breath,Gypsophila paniculata
P435,꽃 Flowering,마가렛,Marguerite Daisy,Argyranthemum frutescens
P436,꽃 Flowering,매리골드,Marigold,Tagetes erecta
P437,꽃 Flowering,프리뮬러,Primrose,Primula vulgaris
P438,꽃 Flowering,임파첸스,Impatiens,Impatiens walleriana
P439,꽃 Flowering,칼라,Calla Lily,Zantedeschia aethiopica
P440,꽃 Flowering,아마릴리스,Amaryllis,Hippeastrum hybridum
P441,꽃 Flowering,부겐빌레아,Bougainvillea,Bougainvillea glabra
P442,꽃 Flowering,재스민,Jasmine,Jasminum polyanthum
P443,꽃 Flowering,치자나무,Gardenia,Gardenia jasminoides
P444,꽃 Flowering,동백,Camellia,Camellia japonica
P445,꽃 Flowering,철쭉,Azalea,Rhododendron indicum
P446,꽃 Flowering,수레국화,Cornflower,Centaurea cyanus
P447,꽃 Flowering,수선국,Spirea,Spiraea japonica
P448,꽃 Flowering,금어초,Snapdragon,Antirrhinum majus
P449,꽃 Flowering,루피너스,Lupine,Lupinus polyphyllus
P450,꽃 Flowering,델피니움,Delphinium,Delphinium elatum
P451,꽃 Flowering,디기탈리스,Foxglove,Digitalis purpurea
P452,꽃 Flowering,플록스,Garden Phlox,Phlox paniculata
P453,꽃 Flowering,루드베키아,Black-eyed Susan,Rudbeckia hirta
P454,꽃 Flowering,에키네시아,Coneflower,Echinacea purpurea
P455,꽃 Flowering,코스모스,Cosmos,Cosmos bipinnatus
P456,꽃 Flowering,백일홍,Zinnia,Zinnia elegans
P457,꽃 Flowering,천일홍,Globe Amaranth,Gomphrena globosa
P458,꽃 Flowering,맨드라미,Cockscomb,Celosia cristata
P459,꽃 Flowering,샐비어,Scarlet Sage,Salvia splendens
P460,꽃 Flowering,버베나,Verbena,Verbena hybrida
P461,꽃 Flowering,꽃잔디,Moss Phlox,Phlox subulata
P462,꽃 Flowering,아게라텀,Floss Flower,Ageratum houstonianum
P463,꽃 Flowering,비올라,Viola,Viola cornuta
P464,꽃 Flowering,알리섬,Sweet Alyssum,Lobularia maritima
P465,꽃 Flowering,로벨리아,Lobelia,Lobelia erinus
P466,꽃 Flowering,다알리아,Dahlia,Dahlia pinnata
P467,꽃 Flowering,글라디올러스,Gladiolus,Gladiolus hybridus
P468,꽃 Flowering,수련,Water Lily,Nymphaea alba
P469,꽃 Flowering,연꽃,Lotus,Nelumbo nucifera
P470,꽃 Flowering,붓꽃,Iris,Iris sanguinea
P471,꽃 Flowering,독일붓꽃,Bearded Iris,Iris germanica
P472,꽃 Flowering,크로커스,Crocus,Crocus sativus
P473,꽃 Flowering,무스카리,Grape Hyacinth,Muscari armeniacum
P474,꽃 Flowering,알리움,Ornamental Onion,Allium giganteum
P475,꽃 Flowering,작약,Peony,Paeonia lactiflora
P476,꽃 Flowering,모란,Tree Peony,Paeonia suffruticosa
P477,꽃 Flowering,함박꽃,Woodland Peony,Paeonia japonica
P478,꽃 Flowering,금계국,Coreopsis,Coreopsis lanceolata
P479,꽃 Flowering,메리골드 사프라니,French Marigold,Tagetes patula
P480,꽃 Flowering,해바라기,Sunflower,Helianthus annuus
P481,꽃 Flowering,클레마티스,Clematis,Clematis hybrida
P482,꽃 Flowering,능소화,Chinese Trumpet Vine,Campsis grandiflora
P483,꽃 Flowering,나팔꽃,Morning Glory,Ipomoea nil
P484,꽃 Flowering,메꽃,Bindweed,Calystegia sepium
P485,꽃 Flowering,풍접초,Spider Flower,Cleome hassleriana
P486,꽃 Flowering,스토크,Stock,Matthiola incana
P487,꽃 Flowering,금잔화,Pot Marigold,Calendula officinalis
P488,꽃 Flowering,과꽃,China Aster,Callistephus chinensis
P489,꽃 Flowering,꽃양귀비,Corn Poppy,Papaver rhoeas
P490,꽃 Flowering,양귀비,Oriental Poppy,Papaver orientale
P491,꽃 Flowering,겹작약,Double Peony,Paeonia lactiflora Sarah Bernhardt
P492,꽃 Flowering,꽃기린,Crown of Thorns,Euphorbia milii
P493,꽃 Flowering,란타나,Lantana,Lantana camara
P494,꽃 Flowering,펜타스,Egyptian Star Cluster,Pentas lanceolata
P495,꽃 Flowering,수퍼벨,Million Bells,Calibrachoa hybrid
P496,꽃 Flowering,디아스시아,Twinspur,Diascia barberae
P497,꽃 Flowering,네메시아,Nemesia,Nemesia strumosa
P498,꽃 Flowering,바코파,Bacopa,Sutera cordata
P499,꽃 Flowering,토레니아,Wishbone Flower,Torenia fournieri
P500,꽃 Flowering,콜레우스 플라워,Plectranthus,Plectranthus scutellarioides
P501,꽃 Flowering,오스테오스퍼멈,African Daisy,Osteospermum ecklonis
P502,꽃 Flowering,가자니아,Treasure Flower,Gazania rigens
P503,꽃 Flowering,디모르포테카,Cape Marigold,Dimorphotheca sinuata
P504,꽃 Flowering,헬리오트로프,Heliotrope,Heliotropium arborescens
P505,꽃 Flowering,스카비오사,Pincushion Flower,Scabiosa columbaria
P506,꽃 Flowering,아스틸베,False Goat's Beard,Astilbe japonica
P507,꽃 Flowering,루엘리아,Mexican Petunia,Ruellia simplex
P508,꽃 Flowering,꽃범의꼬리,Obedient Plant,Physostegia virginiana
P509,꽃 Flowering,벌사초 리아트리스,Blazing Star,Liatris spicata
P510,꽃 Flowering,아칸투스,Bear's Breeches,Acanthus mollis
P511,꽃 Flowering,아가판투스,African Lily,Agapanthus africanus
P512,꽃 Flowering,크로코스미아,Montbretia,Crocosmia crocosmiiflora
P513,꽃 Flowering,디에라마,Angel's Fishing Rod,Dierama pulcherrimum
P514,꽃 Flowering,헬레보루스,Christmas Rose,Helleborus niger
P515,꽃 Flowering,루피너스 러셀,Russell Lupine,Lupinus Russell Hybrids
P516,꽃 Flowering,알스트로메리아,Peruvian Lily,Alstroemeria aurea
P517,꽃 Flowering,프리틸라리아,Crown Imperial,Fritillaria imperialis
P518,꽃 Flowering,카마시아,Camas Lily,Camassia leichtlinii
P519,꽃 Flowering,익시아,Corn Lily,Ixia maculata
P520,꽃 Flowering,스파락시스,Harlequin Flower,Sparaxis tricolor
P521,꽃 Flowering,트리토니아,Flame Freesia,Tritonia crocata
P522,꽃 Flowering,바비아나,Baboon Flower,Babiana stricta
P523,꽃 Flowering,네리네,Guernsey Lily,Nerine bowdenii
P524,꽃 Flowering,콜치쿰,Autumn Crocus,Colchicum autumnale
P525,꽃 Flowering,스노드롭,Snowdrop,Galanthus nivalis
P526,꽃 Flowering,스킬라,Siberian Squill,Scilla siberica
P527,꽃 Flowering,치오노독사,Glory of the Snow,Chionodoxa luciliae
P528,꽃 Flowering,푸쉬키니아,Striped Squill,Puschkinia scilloides
P529,꽃 Flowering,에란티스,Winter Aconite,Eranthis hyemalis
P530,꽃 Flowering,크리스마스선인장 겹,Thanksgiving Cactus,Schlumbergera truncata
P531,꽃 Flowering,시계꽃,Passion Flower,Passiflora caerulea
P532,꽃 Flowering,만데빌라,Mandevilla,Mandevilla sanderi
P533,꽃 Flowering,디플라데니아,Dipladenia,Mandevilla splendens
P534,꽃 Flowering,알라만다,Golden Trumpet,Allamanda cathartica
P535,꽃 Flowering,티보치나,Princess Flower,Tibouchina urvilleana
P536,꽃 Flowering,익소라,Jungle Geranium,Ixora coccinea
P537,꽃 Flowering,히비스커스 로사,Tropical Hibiscus,Hibiscus rosa-sinensis Tropical
P538,꽃 Flowering,브룬펠시아,Yesterday Today Tomorrow,Brunfelsia pauciflora
P539,꽃 Flowering,메디닐라,Rose Grape,Medinilla magnifica
P540,꽃 Flowering,파보니아,Brazilian Candles,Pavonia multiflora
P541,꽃 Flowering,클레로덴드론,Bleeding Heart Vine,Clerodendrum thomsoniae
P542,꽃 Flowering,쟈스민 삼바크,Arabian Jasmine,Jasminum sambac
P543,꽃 Flowering,가데니아 자스민,Cape Jasmine,Gardenia jasminoides Veitchii
P544,꽃 Flowering,스테파노티스,Madagascar Jasmine,Stephanotis floribunda
P545,꽃 Flowering,플루메리아,Frangipani,Plumeria rubra
P546,꽃 Flowering,익소라 미니,Dwarf Ixora,Ixora chinensis
P547,꽃 Flowering,안스리움 핑크,Pink Anthurium,Anthurium andraeanum Pink
P548,꽃 Flowering,쿠페아,Cigar Plant,Cuphea ignea
P549,꽃 Flowering,아부틸론,Flowering Maple,Abutilon hybridum
P550,꽃 Flowering,란타나 트레일링,Trailing Lantana,Lantana montevidensis
P551,꽃 Flowering,수국 산수국 겹,Double Mountain Hydrangea,Hydrangea serrata Preziosa
P552,꽃 Flowering,꽃도라지,Lisianthus,Eustoma grandiflorum
P553,꽃 Flowering,아스터,Michaelmas Daisy,Aster novi-belgii
P554,꽃 Flowering,국화 소국,Pompon Chrysanthemum,Chrysanthemum Pompon
P555,꽃 Flowering,매발톱 노랑,Golden Columbine,Aquilegia chrysantha
P556,꽃 Flowering,양귀비 아이슬란드,Iceland Poppy,Papaver nudicaule
P557,꽃 Flowering,캄파눌라,Canterbury Bells,Campanula medium
P558,꽃 Flowering,디기탈리스 화이트,White Foxglove,Digitalis purpurea Alba
P559,꽃 Flowering,꽃양배추,Ornamental Cabbage,Brassica oleracea
P560,꽃 Flowering,수련 열대,Tropical Water Lily,Nymphaea Tropical
P561,꽃 Flowering,베고니아 볼리비엔시스,Bolivian Begonia,Begonia boliviensis
P562,꽃 Flowering,푸크시아,Fuchsia,Fuchsia hybrida
P563,꽃 Flowering,아잘레아 벨기에,Belgian Azalea,Rhododendron simsii
P564,꽃 Flowering,시네라리아,Florist Cineraria,Pericallis hybrida
P565,꽃 Flowering,베고니아 엘라티오르,Elatior Begonia,Begonia elatior
P566,장미 Rose,넝쿨장미,Climbing Rose,Rosa Climbing
P567,장미 Rose,미니장미,Miniature Rose,Rosa chinensis Minima
P568,장미 Rose,플로리분다장미,Floribunda Rose,Rosa Floribunda
P569,장미 Rose,하이브리드티장미,Hybrid Tea Rose,Rosa Hybrid Tea
P570,장미 Rose,그랜디플로라장미,Grandiflora Rose,Rosa Grandiflora
P571,장미 Rose,올드가든로즈,Old Garden Rose,Rosa Gallica
P572,장미 Rose,데이비드오스틴,English Rose,Rosa David Austin
P573,장미 Rose,해당화,Rugosa Rose,Rosa rugosa
P574,장미 Rose,찔레꽃,Multiflora Rose,Rosa multiflora
P575,장미 Rose,돌가시나무,Memorial Rose,Rosa luciae
P576,구근 Bulb,글로리오사,Flame Lily,Gloriosa superba
P577,구근 Bulb,유코미스,Pineapple Lily,Eucomis comosa
P578,구근 Bulb,오르니소갈룸,Star of Bethlehem,Ornithogalum umbellatum
P579,구근 Bulb,라켄알리아,Cape Cowslip,Lachenalia aloides
P580,구근 Bulb,베로니카 구근,Persian Buttercup,Ranunculus Persian
P581,구근 Bulb,수선화 겹,Double Daffodil,Narcissus Double
P582,구근 Bulb,튤립 앵무,Parrot Tulip,Tulipa Parrot
P583,구근 Bulb,히아신스 겹,Double Hyacinth,Hyacinthus orientalis Double
P584,구근 Bulb,아마릴리스 미니,Dwarf Amaryllis,Hippeastrum Dwarf
P585,구근 Bulb,제피란데스,Rain Lily,Zephyranthes candida
P586,구근 Bulb,하브란서스,Copper Lily,Habranthus robustus
P587,구근 Bulb,크리넘,Crinum Lily,Crinum asiaticum
P588,구근 Bulb,불비네,Snake Flower,Bulbine frutescens
P589,구근 Bulb,벨레발리아,Grape Hyacinth Dark,Bellevalia pycnantha
P590,구근 Bulb,트리텔레이아,Triplet Lily,Triteleia laxa
P591,관목 Shrub,남천나무,Heavenly Bamboo,Nandina domestica
P592,관목 Shrub,진달래,Korean Rhododendron,Rhododendron mucronulatum
P593,관목 Shrub,영산홍,Satsuki Azalea,Rhododendron indicum
P594,관목 Shrub,만병초,Rosebay Rhododendron,Rhododendron brachycarpum
P595,관목 Shrub,수국 목수국,Panicle Hydrangea,Hydrangea paniculata
P596,관목 Shrub,나무수국,Smooth Hydrangea,Hydrangea arborescens
P597,관목 Shrub,산수국,Mountain Hydrangea,Hydrangea serrata
P598,관목 Shrub,개나리,Korean Forsythia,Forsythia koreana
P599,관목 Shrub,수수꽃다리,Korean Lilac,Syringa oblata
P600,관목 Shrub,병꽃나무,Korean Weigela,Weigela subsessilis
P601,관목 Shrub,화살나무,Winged Spindle,Euonymus alatus
P602,관목 Shrub,사철나무,Japanese Spindle,Euonymus japonicus
P603,관목 Shrub,회양목,Korean Boxwood,Buxus koreana
P604,관목 Shrub,쥐똥나무,Border Privet,Ligustrum obtusifolium
P605,관목 Shrub,광나무,Glossy Privet,Ligustrum japonicum
P606,관목 Shrub,백당나무,Snowball Viburnum,Viburnum opulus
P607,관목 Shrub,분꽃나무,Korean Spice Viburnum,Viburnum carlesii
P608,관목 Shrub,불두화,Japanese Snowball,Viburnum plicatum
P609,관목 Shrub,황매화,Japanese Kerria,Kerria japonica
P610,관목 Shrub,명자나무,Flowering Quince,Chaenomeles speciosa
P611,관목 Shrub,고광나무,Mock Orange,Philadelphus schrenkii
P612,관목 Shrub,수국백당,Doublefile Viburnum,Viburnum plicatum tomentosum
P613,관목 Shrub,매자나무,Korean Barberry,Berberis koreana
P614,관목 Shrub,자산홍,Kurume Azalea,Rhododendron obtusum
P615,관목 Shrub,꽝꽝나무,Japanese Holly,Ilex crenata
P616,관목 Shrub,호랑가시나무,Chinese Holly,Ilex cornuta
P617,관목 Shrub,피라칸타,Firethorn,Pyracantha angustifolia
P618,관목 Shrub,죽절초,Sarcandra,Sarcandra glabra
P619,관목 Shrub,좀작살나무,Purple Beautyberry,Callicarpa dichotoma
P620,관목 Shrub,꽃댕강나무,Glossy Abelia,Abelia grandiflora
P621,관목 Shrub,골드무늬사철,Golden Euonymus,Euonymus japonicus Aureomarginatus
P622,관목 Shrub,애기동백,Sasanqua Camellia,Camellia sasanqua
P623,관목 Shrub,차나무,Tea Plant,Camellia sinensis
P624,관목 Shrub,협죽도,Oleander,Nerium oleander
P625,관목 Shrub,무궁화,Rose of Sharon,Hibiscus syriacus
P626,관목 Shrub,부용,Confederate Rose,Hibiscus mutabilis
P627,관목 Shrub,히비스커스,Chinese Hibiscus,Hibiscus rosa-sinensis
P628,관목 Shrub,수국백묘,PeeGee Hydrangea,Hydrangea paniculata Grandiflora
P629,관목 Shrub,백철쭉,White Azalea,Rhododendron mucronatum
P630,관목 Shrub,겹벚꽃 만첩,Double Cherry,Prunus serrulata Kwanzan
P631,관목 Shrub,정향나무,Manchurian Lilac,Syringa patula
P632,관목 Shrub,미스김라일락,Miss Kim Lilac,Syringa pubescens patula
P633,관목 Shrub,고광나무 왕꽃,Big Flower Mock Orange,Philadelphus grandiflorus
P634,관목 Shrub,병아리꽃나무,Black Jetbead,Rhodotypos scandens
P635,관목 Shrub,골담초,Chinese Pea Tree,Caragana sinica
P636,관목 Shrub,싸리나무,Bush Clover,Lespedeza bicolor
P637,관목 Shrub,족제비싸리,False Indigo,Amorpha fruticosa
P638,관목 Shrub,붉은병꽃,Red Weigela,Weigela florida
P639,관목 Shrub,댕강나무,Korean Abelia,Zabelia tyaihyonii
P640,관목 Shrub,인동 괴불나무,Amur Honeysuckle,Lonicera maackii
P641,관목 Shrub,백당수국,Guelder Rose,Viburnum opulus sargentii
P642,관목 Shrub,가막살나무,Linden Viburnum,Viburnum dilatatum
P643,관목 Shrub,덜꿩나무,Leatherleaf Viburnum,Viburnum erosum
P644,관목 Shrub,분꽃나무 향,Fragrant Snowball,Viburnum burkwoodii
P645,관목 Shrub,낙상홍,Japanese Winterberry,Ilex serrata
P646,관목 Shrub,대팻집나무,Macropoda Holly,Ilex macropoda
P647,관목 Shrub,피라칸타 레드,Scarlet Firethorn,Pyracantha coccinea
P648,관목 Shrub,코토네아스터,Rockspray Cotoneaster,Cotoneaster horizontalis
P649,관목 Shrub,홍자단,Bearberry Cotoneaster,Cotoneaster dammeri
P650,관목 Shrub,화백 골드,Golden Mop Cypress,Chamaecyparis pisifera Filifera Aurea
P651,관목 Shrub,조록싸리,Maximowicz Bush Clover,Lespedeza maximowiczii
P652,관목 Shrub,생강나무,Korean Spicebush,Lindera obtusiloba
P653,관목 Shrub,쥐방울덩굴 관목,Beautyberry Japanese,Callicarpa japonica
P654,관목 Shrub,자주받침꽃,Carolina Allspice,Calycanthus floridus
P655,관목 Shrub,종덩굴,Bush Clematis,Clematis heracleifolia
P656,관목 Shrub,백정화,Snowrose Serissa,Serissa japonica
P657,관목 Shrub,만리향,Fragrant Olive,Osmanthus fragrans
